user_id,gender,married,has_children,age,tenure_months,amount_of_trips,canceled_trips,rooms_avg,nights_avg,hotel_price_avg,hotel_count,seats_avg,flight_price_avg,flight_count,checked_bags_avg,session_duration_avg_sec
548872,1,False,True,21,26,1,0.0,1.0,4.0,664.0,1.0,,,0.0,,151.625
454661,1,False,False,47,28,3,0.0,1.0,2.0,404.0,3.0,1.0,356.57666666666665,3.0,0.3333333333333333,118.5
499461,1,False,False,52,27,2,0.0,1.0,2.5,610.0,2.0,1.0,162.73000000000002,2.0,0.0,120.875
512193,1,False,True,38,27,1,0.0,1.0,8.0,336.0,1.0,1.0,354.05,1.0,0.0,61.25
556019,1,True,False,58,26,3,0.0,1.0,3.0,383.3333333333333,3.0,1.0,267.2766666666667,3.0,0.3333333333333333,105.777777777
469824,1,False,False,52,28,3,0.0,1.3333333333333333,5.666666666666667,818.0,3.0,1.0,95.125,2.0,1.0,135.25
494590,1,False,False,29,27,4,0.0,1.25,4.0,1458.0,4.0,1.0,204.58,3.0,1.0,112.5
559441,1,True,False,67,26,2,0.0,1.0,3.0,453.0,1.0,1.0,165.17,1.0,1.0,96.666666666
522276,1,False,False,48,27,2,0.0,2.0,2.5,1552.5,2.0,2.0,3607.81,2.0,1.5,79.625
651491,0,False,False,44,25,5,1.0,1.0,6.0,623.75,4.0,1.0,301.68499999999995,2.0,0.5,133.166666666
539493,1,False,False,18,27,0,0.0,,,,0.0,,,0.0,,116.555555555
534842,1,True,False,47,27,2,0.0,1.0,1.0,160.5,2.0,1.0,123.035,2.0,0.0,102.375
529602,0,True,True,46,27,3,1.0,1.0,7.5,1549.0,2.0,1.0,404.78,2.0,0.0,179.5
550459,1,False,False,44,26,4,0.0,1.0,4.666666666666667,599.6666666666666,3.0,1.0,229.37,4.0,0.5,121.777777777
204997,1,True,False,39,34,4,2.0,1.0,5.0,355.0,1.0,1.0,244.235,2.0,0.5,111.6
559758,1,True,True,49,26,1,0.0,1.0,6.0,858.0,1.0,,,0.0,,83.625
564596,1,False,True,33,26,4,0.0,1.75,4.5,995.25,4.0,1.75,1936.61,4.0,0.75,115.5
494985,1,False,False,50,27,6,0.0,1.0,5.0,916.8,5.0,1.0,332.285,6.0,0.3333333333333333,164.125
512443,1,True,True,40,27,2,0.0,1.0,2.5,553.5,2.0,1.0,170.47,2.0,0.5,89.875
474278,1,False,False,25,28,0,0.0,,,,0.0,,,0.0,,62.625
536099,1,False,True,35,27,4,0.0,1.25,5.75,962.25,4.0,1.5,322.09000000000003,2.0,0.0,90.375
499366,1,False,False,49,27,4,0.0,2.0,3.0,919.3333333333334,3.0,1.75,1882.3374999999999,4.0,1.25,135.125
561846,1,True,False,41,26,4,1.0,1.3333333333333333,2.6666666666666665,425.6666666666667,3.0,1.0,473.645,2.0,0.5,151.166666666
584531,0,True,True,45,26,2,0.0,1.0,3.0,1897.0,2.0,1.0,227.675,2.0,0.5,104.75
513714,1,False,False,24,27,1,0.0,,,,0.0,1.0,248.43,1.0,0.0,62.125
510067,1,True,True,49,27,3,0.0,1.0,4.333333333333333,1334.0,3.0,1.0,221.15,2.0,0.0,79.875
220725,1,False,False,41,34,4,1.0,1.0,4.5,621.0,2.0,1.0,511.14000000000004,3.0,0.3333333333333333,83.428571428
549777,1,True,True,30,26,1,0.0,1.0,3.0,135.0,1.0,1.0,533.85,1.0,0.0,99.875
518041,1,False,False,20,27,1,0.0,1.0,4.0,460.0,1.0,,,0.0,,106.5
606635,1,False,False,47,26,2,0.0,1.0,5.5,1619.0,2.0,1.0,433.025,2.0,0.0,141.625
526445,1,False,False,50,27,3,0.0,1.0,2.0,254.33333333333334,3.0,1.0,260.015,2.0,0.5,131.555555555
566749,1,False,False,22,26,0,0.0,,,,0.0,,,0.0,,49.5
515409,1,True,True,46,27,3,0.0,1.6666666666666667,2.3333333333333335,546.0,3.0,1.6666666666666667,1084.8033333333333,3.0,1.0,155.625
577386,1,False,False,54,26,2,0.0,2.0,4.0,712.0,1.0,1.5,973.835,2.0,0.5,177.625
501794,1,True,False,44,27,4,0.0,1.0,4.5,534.25,4.0,1.0,188.11249999999998,4.0,0.75,124.875
516556,1,False,True,38,27,1,0.0,1.0,3.0,723.0,1.0,1.0,313.91,1.0,0.0,96.125
519853,1,False,True,43,27,2,0.0,1.0,2.0,580.0,1.0,1.5,397.36,2.0,0.0,82.25
552653,1,True,False,60,26,2,1.0,1.0,3.0,300.0,1.0,1.0,127.03,1.0,0.0,90.571428571
524080,1,False,False,36,27,4,0.0,1.3333333333333333,4.333333333333333,621.6666666666666,3.0,1.25,678.595,4.0,0.0,110.1
592372,0,False,False,18,26,2,0.0,1.0,2.0,788.0,1.0,2.0,11180.519999999999,2.0,1.0,110.625
525176,1,False,False,71,27,1,0.0,1.0,1.0,244.0,1.0,1.0,117.16,1.0,1.0,208.625
523771,1,False,True,37,27,3,0.0,1.6666666666666667,7.333333333333333,1792.6666666666667,3.0,2.0,910.86,1.0,1.0,91.875
524628,0,True,False,50,27,3,0.0,1.0,3.0,387.6666666666667,3.0,1.0,370.8533333333333,3.0,0.0,118.25
524880,1,True,True,42,27,0,0.0,,,,0.0,,,0.0,,74.5
512024,1,True,False,33,27,2,0.0,2.0,6.0,1458.0,2.0,3.0,6115.26,1.0,0.0,152.0
584787,1,True,False,66,26,3,1.0,1.5,9.5,1938.0,2.0,,,0.0,,86.428571428
528455,1,True,True,48,27,3,0.0,1.0,7.333333333333333,1451.0,3.0,1.0,592.3933333333333,3.0,0.6666666666666666,91.222222222
557134,1,True,False,58,26,5,0.0,1.6,7.0,2886.6,5.0,1.0,122.325,2.0,0.5,117.25
530797,1,False,False,26,27,2,0.0,1.0,2.5,289.0,2.0,1.0,370.47,2.0,0.0,163.125
563165,0,False,False,55,26,2,0.0,1.0,5.5,1077.5,2.0,1.0,232.275,2.0,0.5,81.888888888
558506,1,True,True,56,26,2,0.0,1.0,2.0,471.0,2.0,1.0,83.88,2.0,0.5,61.875
581858,1,True,False,48,26,2,0.0,1.0,2.0,110.0,1.0,1.0,507.965,2.0,0.5,138.75
560747,1,True,False,43,26,4,0.0,1.3333333333333333,2.6666666666666665,860.0,3.0,1.25,401.3225,4.0,0.25,143.375
499379,1,True,False,66,27,2,0.0,1.0,3.5,433.5,2.0,1.0,499.23,1.0,0.0,113.0
540654,1,False,True,50,27,4,0.0,1.5,3.0,664.0,4.0,1.5,915.8549999999999,4.0,0.5,144.375
606290,1,True,False,39,26,4,0.0,1.25,3.25,918.25,4.0,1.0,603.17,3.0,1.0,89.2
578396,1,True,True,56,26,3,0.0,1.0,5.333333333333333,1233.6666666666667,3.0,1.0,690.99,1.0,1.0,67.0
548990,1,False,False,33,26,2,0.0,1.0,4.5,262.0,2.0,1.0,687.54,1.0,1.0,98.875
644784,1,True,False,36,25,1,0.0,1.0,9.0,513.0,1.0,1.0,367.87,1.0,1.0,108.875
550421,1,True,False,46,26,1,0.0,1.0,2.0,292.0,1.0,1.0,244.44,1.0,0.0,83.75
450615,1,False,False,45,28,4,0.0,1.0,5.666666666666667,227.33333333333334,3.0,1.25,456.8775,4.0,0.75,129.875
585965,1,False,False,49,26,3,0.0,1.0,3.6666666666666665,483.3333333333333,3.0,1.0,267.19666666666666,3.0,0.6666666666666666,96.875
563343,1,True,False,67,26,2,0.0,1.0,3.0,494.0,2.0,1.0,278.37,1.0,1.0,92.0
356046,1,False,False,35,30,2,0.0,1.5,2.5,399.0,2.0,1.5,471.055,2.0,0.0,94.0
520902,1,False,False,40,27,4,0.0,1.25,2.5,510.0,4.0,1.25,593.65,4.0,1.0,112.333333333
513103,1,False,True,33,27,3,0.0,1.3333333333333333,3.3333333333333335,531.0,3.0,1.3333333333333333,1072.5433333333333,3.0,0.3333333333333333,123.0
525056,1,False,False,38,27,4,0.0,1.5,4.25,1270.75,4.0,1.5,1700.215,4.0,0.5,109.0
464782,1,True,True,48,28,2,0.0,1.0,2.0,266.0,2.0,1.0,52.17,1.0,0.0,90.125
553967,1,False,True,41,26,3,1.0,1.0,5.0,620.0,1.0,1.0,421.095,2.0,0.0,70.166666666
516933,1,False,False,18,27,3,0.0,1.0,0.0,0.0,1.0,1.0,604.7266666666667,3.0,0.0,96.375
377069,1,True,False,69,29,1,1.0,,,,0.0,,,0.0,,56.333333333
581409,1,False,True,39,26,3,0.0,1.0,3.0,872.0,2.0,1.6666666666666667,1709.4633333333331,3.0,0.3333333333333333,91.75
522633,1,False,False,39,27,3,0.0,1.0,2.6666666666666665,613.3333333333334,3.0,1.0,301.6166666666666,3.0,0.0,135.5
579065,1,True,True,51,26,4,0.0,1.0,4.25,968.25,4.0,1.0,254.10750000000002,4.0,0.5,134.5
526239,1,True,True,38,27,2,0.0,1.0,10.5,793.0,2.0,1.0,628.62,1.0,1.0,79.333333333
549623,0,False,True,39,26,4,0.0,1.5,2.25,573.75,4.0,1.5,640.34,4.0,0.25,120.25
580622,1,True,False,69,26,0,0.0,,,,0.0,,,0.0,,60.25
543723,1,False,False,59,26,0,0.0,,,,0.0,,,0.0,,96.625
672112,1,True,True,51,25,4,0.0,1.0,5.0,564.0,3.0,1.0,245.42,2.0,0.5,95.25
590829,1,False,False,44,26,3,0.0,1.3333333333333333,3.3333333333333335,443.3333333333333,3.0,1.0,276.005,2.0,1.0,149.0
521065,1,True,True,45,27,4,1.0,1.0,1.5,367.5,2.0,1.3333333333333333,981.18,3.0,0.0,99.5
647674,1,False,True,37,25,4,0.0,1.25,2.0,373.0,4.0,1.0,361.6666666666667,3.0,0.6666666666666666,113.0
524012,1,True,False,43,27,4,0.0,1.25,5.25,1778.0,4.0,1.0,169.58666666666667,3.0,0.6666666666666666,151.5
552558,1,True,True,53,26,4,0.0,1.0,4.75,612.5,4.0,1.0,444.14,2.0,1.0,139.75
567518,1,False,False,57,26,3,0.0,1.3333333333333333,5.0,1412.3333333333333,3.0,1.0,161.33499999999998,2.0,0.5,140.888888888
669356,1,False,False,46,25,1,0.0,1.0,6.0,846.0,1.0,1.0,391.43,1.0,1.0,109.625
629803,0,False,True,42,25,3,0.0,1.5,3.0,757.5,2.0,1.3333333333333333,695.35,3.0,1.0,144.375
581901,1,True,False,54,26,5,0.0,1.0,2.0,581.25,4.0,1.0,315.605,4.0,0.25,124.125
528186,1,False,False,44,27,4,0.0,1.0,2.75,499.5,4.0,1.0,315.7175,4.0,0.0,136.5
513625,1,False,True,29,27,2,1.0,4.0,2.0,880.0,1.0,4.0,4360.16,1.0,1.0,95.166666666
216796,1,False,False,23,34,1,1.0,,,,0.0,,,0.0,,61.0
537413,1,True,False,49,27,4,1.0,1.0,3.0,510.0,1.0,1.0,498.0733333333333,3.0,0.6666666666666666,104.428571428
630738,1,False,False,44,25,3,0.0,1.0,4.5,411.0,2.0,1.0,172.63333333333333,3.0,0.3333333333333333,138.777777777
528164,0,True,False,48,27,6,0.0,1.0,4.666666666666667,587.0,3.0,1.2,551.464,5.0,0.8,149.25
571523,1,True,False,46,26,3,0.0,1.0,3.5,421.5,2.0,1.0,380.43,3.0,0.0,95.75
539307,1,False,True,39,27,0,0.0,,,,0.0,,,0.0,,121.5
469767,1,True,False,49,28,4,0.0,1.25,2.75,524.0,4.0,1.25,573.765,4.0,0.75,203.875
636520,1,False,False,52,25,1,0.0,2.0,7.0,4830.0,1.0,2.0,2506.02,1.0,1.0,74.375
606333,1,False,False,44,26,4,0.0,1.0,6.0,808.0,3.0,1.0,121.01666666666667,3.0,0.6666666666666666,136.375
534254,1,False,False,24,27,1,0.0,1.0,4.0,744.0,1.0,1.0,573.05,1.0,0.0,90.666666666
728820,0,False,True,39,24,2,1.0,1.0,5.0,450.0,1.0,,,0.0,,104.166666666
528909,1,False,False,18,27,2,0.0,1.5,11.5,8560.0,2.0,,,0.0,,84.875
563507,1,True,False,39,26,4,0.0,1.0,2.3333333333333335,472.0,3.0,1.25,719.84,4.0,1.0,117.25
559176,1,True,True,65,26,2,0.0,1.0,2.5,409.0,2.0,1.0,544.33,1.0,0.0,159.0
562010,0,False,True,42,26,5,0.0,1.0,1.6666666666666667,167.33333333333334,3.0,1.0,441.04799999999994,5.0,0.6,119.0
514675,1,True,False,52,27,3,0.0,1.3333333333333333,2.3333333333333335,634.3333333333334,3.0,1.3333333333333333,525.1233333333333,3.0,0.6666666666666666,95.111111111
535003,1,True,False,58,27,0,0.0,,,,0.0,,,0.0,,73.222222222
523335,1,False,False,30,27,3,0.0,1.0,5.5,1063.0,2.0,1.0,185.67666666666665,3.0,0.6666666666666666,117.75
519897,1,False,False,19,27,0,0.0,,,,0.0,,,0.0,,54.625
573704,1,True,False,48,26,5,0.0,1.0,3.4,507.6,5.0,1.0,419.89799999999997,5.0,0.4,141.75
573584,0,True,False,39,26,1,0.0,1.0,4.0,328.0,1.0,1.0,210.1,1.0,0.0,167.75
669140,1,True,True,64,25,2,0.0,1.0,3.0,159.0,2.0,1.0,228.64,1.0,2.0,52.555555555
542153,1,False,False,49,26,2,0.0,1.0,3.0,666.0,2.0,1.0,517.445,2.0,0.5,94.5
557794,1,False,True,47,26,4,0.0,1.0,4.666666666666667,896.3333333333334,3.0,1.0,397.77500000000003,4.0,1.0,100.25
565377,1,False,False,43,26,4,0.0,1.25,6.25,1236.5,4.0,1.0,398.6033333333333,3.0,0.6666666666666666,97.125
555773,1,False,False,23,26,1,1.0,,,,0.0,,,0.0,,50.833333333
628653,1,True,False,43,25,3,0.0,1.0,6.0,991.0,2.0,1.0,318.0,3.0,0.6666666666666666,141.625
637086,1,False,False,46,25,4,0.0,1.0,3.75,701.0,4.0,1.0,431.46333333333337,3.0,0.3333333333333333,149.111111111
585310,1,False,False,36,26,3,0.0,1.0,2.6666666666666665,908.3333333333334,3.0,1.0,375.50333333333333,3.0,0.6666666666666666,101.375
463867,1,False,False,32,28,2,0.0,1.0,1.5,222.5,2.0,1.0,250.755,2.0,1.0,118.25
564219,1,False,True,43,26,4,0.0,1.0,3.5,519.0,4.0,1.0,235.9466666666667,3.0,0.6666666666666666,192.333333333
531989,1,False,True,55,27,3,0.0,1.6666666666666667,5.666666666666667,948.0,3.0,2.0,2780.08,2.0,0.5,131.875
535497,1,False,True,35,27,0,0.0,,,,0.0,,,0.0,,52.25
547862,0,True,True,48,26,4,0.0,1.0,5.5,1113.5,4.0,1.0,162.66,3.0,1.0,132.125
537212,1,False,True,22,27,2,0.0,1.0,4.0,241.5,2.0,1.0,212.03,1.0,0.0,104.625
515735,1,True,True,64,27,1,0.0,1.0,1.0,119.0,1.0,1.0,517.22,1.0,1.0,75.222222222
555484,1,False,False,40,26,5,0.0,1.0,5.2,1365.6,5.0,1.0,363.55,4.0,0.75,161.625
741902,1,True,True,48,24,1,0.0,1.0,2.0,552.0,1.0,1.0,432.76,1.0,1.0,92.875
663376,0,False,True,43,25,1,0.0,1.0,0.0,0.0,1.0,1.0,307.82,1.0,0.0,89.625
511666,1,True,False,51,27,3,0.0,1.0,5.666666666666667,992.3333333333334,3.0,1.0,199.975,2.0,1.0,139.875
533990,1,False,True,50,27,5,0.0,1.25,5.5,1136.0,4.0,1.25,581.47,4.0,0.25,118.375
564962,1,True,False,54,26,4,0.0,1.0,2.5,487.75,4.0,1.0,508.52250000000004,4.0,0.25,136.0
551729,1,False,False,18,26,1,0.0,1.0,2.0,292.0,1.0,1.0,540.81,1.0,0.0,85.875
587459,1,True,False,49,26,4,0.0,1.0,1.5,251.0,2.0,1.0,354.27,4.0,0.25,141.75
523735,1,True,True,56,27,4,0.0,2.0,6.25,944.5,4.0,2.0,2753.3700000000003,3.0,0.6666666666666666,140.333333333
508367,1,True,False,49,27,4,0.0,1.0,2.6666666666666665,265.6666666666667,3.0,1.0,401.51250000000005,4.0,0.25,105.0
599909,1,False,False,30,26,0,0.0,,,,0.0,,,0.0,,63.375
563012,1,False,False,25,26,1,0.0,2.0,9.0,2556.0,1.0,,,0.0,,88.625
530739,1,False,False,26,27,1,0.0,1.0,7.0,798.0,1.0,1.0,356.93,1.0,1.0,125.777777777
522402,0,False,False,45,27,3,0.0,1.5,1.0,329.5,2.0,1.3333333333333333,175.83333333333334,3.0,0.3333333333333333,89.625
667916,1,False,False,49,25,3,0.0,1.0,4.0,497.0,2.0,1.0,639.8833333333333,3.0,0.3333333333333333,113.555555555
531253,1,True,True,52,27,5,0.0,1.6,4.4,947.6,5.0,1.75,3202.5449999999996,4.0,1.0,174.5
520182,1,True,True,44,27,3,0.0,1.0,7.0,2485.0,1.0,1.3333333333333333,513.53,3.0,0.6666666666666666,94.5
585522,0,True,False,68,26,0,0.0,,,,0.0,,,0.0,,90.875
575433,1,True,False,57,26,3,0.0,1.0,3.3333333333333335,1251.6666666666667,3.0,1.0,545.165,2.0,1.0,154.5
639894,1,True,True,45,25,2,0.0,1.0,10.0,2872.0,2.0,1.0,653.32,1.0,0.0,154.5
507759,1,True,False,50,27,3,0.0,1.0,2.6666666666666665,246.66666666666666,3.0,1.0,267.99333333333334,3.0,0.6666666666666666,88.5
520882,1,False,False,19,27,1,0.0,1.0,6.0,780.0,1.0,,,0.0,,57.5
544839,1,False,False,46,26,3,0.0,1.0,2.0,199.5,2.0,1.0,332.12333333333333,3.0,0.3333333333333333,68.125
347778,1,False,False,50,30,5,0.0,1.75,3.25,1544.75,4.0,1.6,2487.258,5.0,1.0,133.333333333
574840,1,False,True,40,26,3,0.0,1.0,4.5,1935.0,2.0,1.0,394.05,3.0,1.0,90.375
532730,1,False,False,18,27,2,0.0,1.0,8.0,1572.0,2.0,1.0,184.45,1.0,1.0,80.625
541389,1,False,False,30,26,5,0.0,1.0,4.333333333333333,410.3333333333333,3.0,1.0,421.004,5.0,0.8,117.777777777
521509,1,True,False,56,27,4,0.0,1.25,4.0,1041.0,4.0,1.25,358.815,4.0,0.5,168.75
621113,1,False,False,30,25,0,0.0,,,,0.0,,,0.0,,156.25
563956,1,False,False,47,26,2,0.0,1.5,3.0,1012.5,2.0,1.5,392.925,2.0,0.5,104.75
512289,1,False,False,66,27,2,0.0,1.0,5.0,1015.0,1.0,1.0,471.85,2.0,0.5,102.5
519896,1,True,False,48,27,3,0.0,1.0,9.666666666666666,2131.0,3.0,1.3333333333333333,3773.76,3.0,0.6666666666666666,204.666666666
582586,1,True,False,90,26,0,0.0,,,,0.0,,,0.0,,47.25
568155,1,False,True,23,26,1,0.0,2.0,13.0,5122.0,1.0,,,0.0,,94.25
574489,1,True,True,53,26,2,0.0,1.0,3.0,732.0,2.0,1.0,464.045,2.0,1.0,102.75
525234,1,False,False,55,27,4,1.0,1.0,5.0,1187.0,3.0,1.0,459.625,2.0,0.0,83.166666666
558659,1,True,False,44,26,1,0.0,1.0,3.0,162.0,1.0,1.0,673.16,1.0,0.0,64.125
612797,1,True,True,54,25,1,0.0,1.0,2.0,1084.0,1.0,1.0,170.91,1.0,0.0,97.25
187212,1,True,True,56,35,3,0.0,1.0,3.0,518.6666666666666,3.0,1.0,414.19000000000005,3.0,0.6666666666666666,118.75
580658,1,False,False,47,26,3,0.0,1.0,3.3333333333333335,396.0,3.0,1.0,218.53666666666666,3.0,0.3333333333333333,104.375
673874,1,True,True,51,25,1,0.0,1.0,12.0,1452.0,1.0,1.0,868.71,1.0,1.0,147.0
640867,1,False,True,52,25,3,1.0,1.5,2.5,674.5,2.0,1.5,566.655,2.0,0.5,133.0
514503,1,False,False,23,27,2,0.0,2.0,11.0,5196.0,2.0,,,0.0,,87.625
524511,1,False,False,56,27,3,0.0,1.3333333333333333,2.3333333333333335,800.6666666666666,3.0,1.0,509.82500000000005,2.0,1.5,151.555555555
531471,1,True,False,46,27,4,0.0,1.6666666666666667,3.0,477.0,3.0,1.5,676.155,4.0,1.25,147.444444444
510890,1,False,False,34,27,5,0.0,1.0,4.0,489.6666666666667,3.0,1.0,313.6825,4.0,1.0,131.111111111
474951,1,False,False,38,28,5,0.0,1.2,2.4,245.0,5.0,1.2,614.472,5.0,0.4,121.4
690420,1,True,True,56,24,4,1.0,1.0,3.6666666666666665,353.0,3.0,1.0,548.16,3.0,0.0,140.166666666
524849,1,True,True,51,27,3,0.0,1.3333333333333333,6.666666666666667,1087.3333333333333,3.0,1.0,529.595,2.0,0.5,109.375
669329,1,False,False,33,25,2,0.0,2.0,9.0,11178.0,2.0,3.0,2905.86,1.0,0.0,88.625
536086,1,True,True,55,27,3,0.0,1.3333333333333333,2.3333333333333335,859.3333333333334,3.0,1.3333333333333333,1287.14,3.0,0.6666666666666666,107.625
573922,1,True,True,42,26,2,0.0,1.5,6.5,775.0,2.0,1.5,587.2549999999999,2.0,0.0,98.125
559461,1,True,True,26,26,0,0.0,,,,0.0,,,0.0,,106.625
232647,1,False,False,19,33,2,0.0,1.0,11.0,2343.0,1.0,1.0,237.1,1.0,1.0,93.875
511122,1,True,False,48,27,2,0.0,1.0,2.0,373.0,2.0,1.0,94.47,2.0,0.0,103.625
516290,0,False,False,46,27,3,0.0,1.3333333333333333,4.666666666666667,1115.3333333333333,3.0,1.5,630.405,2.0,0.0,164.375
596409,1,False,False,48,26,2,0.0,1.0,2.5,267.5,2.0,1.0,395.57000000000005,2.0,0.5,127.75
542230,1,True,False,49,26,1,0.0,3.0,5.0,3750.0,1.0,3.0,3935.94,1.0,0.0,92.2
503277,1,False,False,56,27,3,0.0,1.0,4.666666666666667,561.3333333333334,3.0,1.0,530.4966666666667,3.0,1.3333333333333333,118.75
545518,1,False,True,46,26,4,1.0,1.3333333333333333,4.0,800.3333333333334,3.0,1.3333333333333333,1003.62,3.0,0.0,109.666666666
590967,1,False,True,47,26,5,0.0,1.0,4.8,604.0,5.0,1.0,387.42199999999997,5.0,0.4,147.888888888
533782,1,True,False,54,27,3,0.0,1.0,5.0,761.6666666666666,3.0,1.0,924.1199999999999,2.0,1.0,94.5
538279,2,False,False,50,27,3,0.0,2.0,3.6666666666666665,1049.6666666666667,3.0,2.0,2455.9866666666667,3.0,0.6666666666666666,110.0
579829,1,False,False,60,26,3,0.0,1.0,2.0,298.6666666666667,3.0,1.0,444.89333333333326,3.0,0.6666666666666666,121.625
465568,1,True,True,50,28,1,0.0,1.0,3.0,657.0,1.0,,,0.0,,83.125
513438,1,True,True,52,27,1,0.0,1.0,13.0,8034.0,1.0,1.0,348.1,1.0,1.0,113.75
623949,0,True,False,48,25,3,0.0,1.0,5.666666666666667,785.6666666666666,3.0,1.0,95.75666666666666,3.0,0.6666666666666666,102.75
512693,1,False,False,38,27,4,0.0,1.25,4.0,513.25,4.0,1.25,216.505,4.0,0.25,185.25
661614,1,False,False,69,25,1,0.0,1.0,8.0,2376.0,1.0,,,0.0,,72.0
555492,1,False,False,51,26,2,0.0,1.0,1.0,178.0,1.0,1.0,230.05,2.0,1.0,103.5
504859,1,False,True,27,27,2,0.0,1.5,4.5,1322.5,2.0,1.0,234.11,1.0,0.0,78.5
561945,1,False,False,28,26,1,0.0,1.0,2.0,206.0,1.0,1.0,515.23,1.0,1.0,153.5
480690,1,False,False,48,28,4,0.0,1.0,2.5,670.75,4.0,1.0,212.1475,4.0,0.5,147.0
